City ID,City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Min Temp,Max Temp,Wind Speed
214,2377457,Nouadhibou,0,MR,2022-11-24 03:23:22,71,20.931,-17.0347,67.63999999999993,67.63999999999993,71
215,3877348,Panguipulli,52,CL,2022-11-24 03:23:23,97,-39.6333,-72.3333,54.391999999999996,54.391999999999996,97
216,559752,Gornozavodsk,100,RU,2022-11-24 03:23:25,87,58.3758,58.3211,13.387999999999977,13.387999999999977,87
217,5563839,Fortuna,0,US,2022-11-24 03:23:28,100,40.5982,-124.1573,46.74199999999996,47.31800000000004,100
218,2507480,Algiers,75,DZ,2022-11-24 03:21:59,72,36.7525,3.042,62.420000000000016,62.420000000000016,72
219,3685702,Cravo Norte,66,CO,2022-11-24 03:23:31,81,6.3017,-70.2041,75.88399999999996,75.88399999999996,81
220,2392087,Porto-Novo,17,BJ,2022-11-24 03:23:33,87,6.4965,2.6036,78.62000000000006,78.62000000000006,87
221,3407762,Amapá,67,BR,2022-11-24 03:23:35,100,1.0,-52.0,71.20400000000001,71.20400000000001,100
222,471160,Voznesen'ye,11,RU,2022-11-24 03:23:37,79,61.0106,35.4781,22.51400000000001,22.51400000000001,79
223,333750,Jinka,35,ET,2022-11-24 03:23:39,61,5.65,36.65,62.132000000000005,62.132000000000005,61
224,5855927,Hilo,20,US,2022-11-24 03:23:41,77,19.7297,-155.09,72.62600000000003,78.53000000000003,77
225,2729907,Longyearbyen,75,SJ,2022-11-24 03:23:42,93,78.2186,15.6401,31.838000000000022,31.838000000000022,93
226,3372964,Lagoa,100,PT,2022-11-24 03:23:44,62,39.05,-27.9833,60.72800000000001,60.72800000000001,62
